feature_id,feature_name,portal,feature_priority,feature_surface,api_id,api_name,method,endpoint,api_priority,api_status,auth,domain
F-ADM-OFFERS,Offers list,admin,P1,/admin/offers,API-OFF-03,Admin list offers,GET,/admin/offers,P1,exists,admin,Offers
F-ADM-OFFER-CREATE,Create offer,admin,P1,.../new,API-OFF-05,Create offer,POST,/admin/offers,P1,exists,admin,Offers
F-ADM-OFFER-EDIT,Edit/activate/pause/archive offer,admin,P1,.../edit,API-OFF-04,Admin get offer,GET,/admin/offers/{id},P1,exists,admin,Offers
F-ADM-OFFER-EDIT,Edit/activate/pause/archive offer,admin,P1,.../edit,API-OFF-06,Update offer,PATCH,/admin/offers/{id},P1,exists,admin,Offers
F-ADM-OFFER-EDIT,Edit/activate/pause/archive offer,admin,P1,.../edit,API-OFF-07,Activate offer,POST,/admin/offers/{id}/activate,P1,exists,admin,Offers
F-ADM-OFFER-EDIT,Edit/activate/pause/archive offer,admin,P1,.../edit,API-OFF-08,Pause offer,POST,/admin/offers/{id}/pause,P1,exists,admin,Offers
F-ADM-OFFER-EDIT,Edit/activate/pause/archive offer,admin,P1,.../edit,API-OFF-09,Archive offer,POST,/admin/offers/{id}/archive,P1,exists,admin,Offers
F-ADM-OFFER-DETAIL,Offer detail,admin,P1,/admin/offers/:id,API-OFF-04,Admin get offer,GET,/admin/offers/{id},P1,exists,admin,Offers
F-ADM-ORDERS,Orders list / status,admin,P0,/admin/orders,API-AORD-01,Admin list orders,GET,/admin/orders,P0,exists,admin,Orders / returns / fulfillment
F-ADM-ORDERS,Orders list / status,admin,P0,/admin/orders,API-AORD-13,Admin cancel,POST,/admin/orders/{id}/cancel,P0,exists,admin,Orders / returns / fulfillment
F-ADM-ORDERS,Orders list / status,admin,P0,/admin/orders,API-AORD-15,Apply status,POST,/admin/orders/{id}/status,P1,exists,admin,Orders / returns / fulfillment
F-ADM-ORDERS,Orders list / status,admin,P0,/admin/orders,API-AORD-16,Force status,POST,/admin/orders/{id}/force-status,P2,exists,admin,Orders / returns / fulfillment
F-ADM-ORDER-DETAIL,Order detail + notes,admin,P0,/admin/orders/:id,API-AORD-02,Admin get order,GET,/admin/orders/{id},P0,exists,admin,Orders / returns / fulfillment
F-ADM-ORDER-DETAIL,Order detail + notes,admin,P0,/admin/orders/:id,API-AORD-14,Add note,POST,/admin/orders/{id}/notes,P2,exists,admin,Orders / returns / fulfillment
F-ADM-INVOICE,Invoice metadata,admin,P1,.../invoice,API-AORD-03,Admin invoice metadata,GET,/admin/orders/{id}/invoice,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-04,Allocate,POST,/admin/orders/{id}/allocate,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-05,Start picking,POST,/admin/orders/{id}/pick/start,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-06,Pick item,POST,/admin/orders/{id}/pick/item,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-07,Pack,POST,/admin/orders/{id}/pack,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-08,Ready,POST,/admin/orders/{id}/ready,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-09,Out for delivery,POST,/admin/orders/{id}/out-for-delivery,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-10,Deliver,POST,/admin/orders/{id}/deliver,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-11,Assign fulfillment,POST,/admin/orders/{id}/fulfillment,P1,exists,admin,Orders / returns / fulfillment
F-ADM-FULFILLMENT,Fulfillment pipeline,admin,P1,order actions,API-AORD-12,Dispatch,POST,/admin/orders/{id}/dispatch,P1,exists,admin,Orders / returns / fulfillment
F-ADM-CUSTOMERS,Customers list,admin,P1,/admin/customers,API-CUS-09,Admin list customers,GET,/admin/customers,P1,exists,admin,Customers
F-ADM-CUSTOMER-DETAIL,Customer detail,admin,P1,/admin/customers/:id,API-CUS-10,Admin get customer,GET,/admin/customers/{customerId},P1,exists,admin,Customers
F-ADM-CUSTOMER-DETAIL,Customer detail,admin,P1,/admin/customers/:id,API-AORD-01,Admin list orders,GET,/admin/orders,P0,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-01,Admin list returns,GET,/admin/returns,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-03,Approve return,POST,/admin/returns/{id}/approve,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-04,Reject return,POST,/admin/returns/{id}/reject,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-05,Schedule pickup,POST,/admin/returns/{id}/schedule-pickup,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-06,Receive return,POST,/admin/returns/{id}/receive,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-07,Inspect return,POST,/admin/returns/{id}/inspect,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-08,Initiate refund,POST,/admin/returns/{id}/refund/initiate,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURNS,Returns desk,admin,P1,/admin/returns,API-RET-09,Complete refund,POST,/admin/returns/{id}/refund/complete,P1,exists,admin,Orders / returns / fulfillment
F-ADM-RETURN-DETAIL,Return detail,admin,P1,/admin/returns/:id,API-RET-02,Admin get return,GET,/admin/returns/{id},P1,exists,admin,Orders / returns / fulfillment
F-ADM-INVENTORY,Inventory dashboard,admin,P1,/admin/inventory,API-INV-01,List stock,GET,/admin/inventory/stock,P1,stub,admin,Inventory (schema stub)
F-ADM-INVENTORY,Inventory dashboard,admin,P1,/admin/inventory,API-INV-02,Get stock item,GET,/admin/inventory/stock/{id},P1,stub,admin,Inventory (schema stub)
F-ADM-INVENTORY,Inventory dashboard,admin,P1,/admin/inventory,API-INV-06,Reservations,GET,/admin/inventory/reservations,P1,stub,admin,Inventory (schema stub)
F-ADM-INVENTORY,Inventory dashboard,admin,P1,/admin/inventory,API-AN-06,Inventory summary analytics,GET,/analytics/inventory-summary,P1,exists,admin,Analytics / RBAC / audit
F-ADM-INV-ADJUST,Inventory receive/adjust,admin,P1,receive/adjust,API-INV-03,Adjust stock,POST,/admin/inventory/adjust,P1,stub,admin,Inventory (schema stub)
F-ADM-INV-TRANSFERS,Stock transfers,admin,P1,/admin/inventory/transfers,API-INV-09,List transfers,GET,/admin/inventory/transfers,P1,stub,admin,Inventory (schema stub)
F-ADM-INV-TRANSFERS,Stock transfers,admin,P1,/admin/inventory/transfers,API-INV-10,Create transfer,POST,/admin/inventory/transfers,P1,stub,admin,Inventory (schema stub)
F-ADM-INV-TRANSFERS,Stock transfers,admin,P1,/admin/inventory/transfers,API-INV-11,Complete transfer,POST,/admin/inventory/transfers/{id}/complete,P1,stub,admin,Inventory (schema stub)
F-ADM-INV-MOVEMENTS,Stock movements,admin,P1,movements,API-INV-04,List movements,GET,/admin/inventory/movements,P1,stub,admin,Inventory (schema stub)
F-ADM-INV-LOW,Low stock,admin,P1,low-stock,API-INV-05,Low stock,GET,/admin/inventory/low-stock,P1,stub,admin,Inventory (schema stub)
F-ADM-WAREHOUSES,Warehouses,admin,P1,/admin/warehouses,API-INV-07,List warehouses,GET,/admin/warehouses,P1,stub,admin,Inventory (schema stub)
F-ADM-WAREHOUSES,Warehouses,admin,P1,/admin/warehouses,API-INV-08,Create warehouse,POST,/admin/warehouses,P2,stub,admin,Inventory (schema stub)
F-ADM-ANALYTICS,Analytics hub,admin,P1,/admin/analytics,API-AN-01,Analytics overview,GET,/analytics/overview,P1,exists,admin,Analytics / RBAC / audit
F-ADM-AN-SALES,Analytics sales,admin,P1,/admin/analytics/sales,API-AN-02,Analytics sales,GET,/analytics/sales,P1,exists,admin,Analytics / RBAC / audit
F-ADM-AN-PRODUCTS,Analytics products,admin,P1,/admin/analytics/products,API-AN-03,Analytics products,GET,/analytics/products,P1,exists,admin,Analytics / RBAC / audit
F-ADM-AN-CUSTOMERS,Analytics customers,admin,P1,/admin/analytics/customers,API-AN-04,Analytics customers,GET,/analytics/customers,P1,exists,admin,Analytics / RBAC / audit
F-ADM-AN-INVENTORY,Analytics inventory,admin,P1,/admin/analytics/inventory,API-AN-06,Inventory summary analytics,GET,/analytics/inventory-summary,P1,exists,admin,Analytics / RBAC / audit
F-ADM-AN-RETURNS,Analytics returns,admin,P2,/admin/analytics/returns,API-RET-01,Admin list returns,GET,/admin/returns,P1,exists,admin,Orders / returns / fulfillment
F-ADM-AN-RETURNS,Analytics returns,admin,P2,/admin/analytics/returns,API-AN-05,Analytics orders,GET,/analytics/orders,P1,exists,admin,Analytics / RBAC / audit
F-ADM-AN-OFFERS,Analytics offers,admin,P2,/admin/analytics/offers,API-OFF-03,Admin list offers,GET,/admin/offers,P1,exists,admin,Offers
F-ADM-AI,Admin AI assistant,admin,P3,/admin/ai-assistant,API-AI-03,Admin AI assistant,POST,/admin/ai/assistant,P3,missing,admin,"AI (preview UI, no client)"
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-SET-01,Get all settings,GET,/admin/settings,P1,exists,admin,Settings
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-SET-02,Get settings section,GET,/admin/settings/{section},P1,exists,admin,Settings
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-SET-03,Patch settings section,PATCH,/admin/settings/{section},P1,exists,admin,Settings
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-SET-04,Reset settings section,POST,/admin/settings/{section}/reset,P2,exists,admin,Settings
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-SET-05,Reset all settings,POST,/admin/settings/reset,P2,exists,admin,Settings
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-RBAC-01,List roles,GET,/roles,P2,exists,admin,Analytics / RBAC / audit
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-RBAC-02,Get role,GET,/roles/{roleId},P2,exists,admin,Analytics / RBAC / audit
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-RBAC-03,List permissions,GET,/permissions,P2,exists,admin,Analytics / RBAC / audit
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-RBAC-04,List users,GET,/users,P2,exists,admin,Analytics / RBAC / audit
F-ADM-SETTINGS,Admin settings + RBAC,admin,P1,/admin/settings,API-RBAC-05,Get user,GET,/users/{userId},P2,exists,admin,Analytics / RBAC / audit
F-EMP-LOGIN,Employee login/logout,employee,P0,/employee/login,API-AUTH-07,Employee sign-in,POST,/auth/employee/sign-in,P0,exists,none,Auth
F-EMP-LOGIN,Employee login/logout,employee,P0,/employee/login,API-AUTH-09,Employee sign-out,POST,/auth/employee/sign-out,P0,exists,employee,Auth
F-EMP-LOGIN,Employee login/logout,employee,P0,/employee/login,API-AUTH-14,Restore employee profile,GET,/employee/me,P0,exists,employee,Auth
F-EMP-CHANGE-PW,Employee change/forgot password,employee,P0,change/forgot,API-AUTH-08,Employee change password,POST,/auth/employee/change-password,P0,exists,employee,Auth
F-EMP-CHANGE-PW,Employee change/forgot password,employee,P0,change/forgot,API-AUTH-15,Employee forgot password,POST,/auth/employee/forgot-password,P1,missing,none,Auth
F-EMP-DASHBOARD,Employee dashboard,employee,P1,/employee,API-EPROD-03,Assigned products,GET,/employee/me/assigned-products,P0,exists,employee,Products (admin/employee)
F-EMP-DASHBOARD,Employee dashboard,employee,P1,/employee,API-ATT-06,Employee today,GET,/employee/attendance/today,P1,missing,employee,"Attendance (admin exists, employee punch missing)"
F-EMP-DASHBOARD,Employee dashboard,employee,P1,/employee,API-AN-06,Inventory summary analytics,GET,/analytics/inventory-summary,P1,exists,admin,Analytics / RBAC / audit
F-EMP-PROFILE,Employee profile,employee,P1,/employee/profile,API-AUTH-14,Restore employee profile,GET,/employee/me,P0,exists,employee,Auth
F-EMP-ATTENDANCE,Attendance punch + history,employee,P1,/employee/attendance,API-ATT-04,Employee check-in,POST,/employee/attendance/check-in,P1,missing,employee,"Attendance (admin exists, employee punch missing)"
F-EMP-ATTENDANCE,Attendance punch + history,employee,P1,/employee/attendance,API-ATT-05,Employee check-out,POST,/employee/attendance/check-out,P1,missing,employee,"Attendance (admin exists, employee punch missing)"
F-EMP-ATTENDANCE,Attendance punch + history,employee,P1,/employee/attendance,API-ATT-06,Employee today,GET,/employee/attendance/today,P1,missing,employee,"Attendance (admin exists, employee punch missing)"
F-EMP-ATTENDANCE,Attendance punch + history,employee,P1,/employee/attendance,API-ATT-07,Employee attendance history,GET,/employee/attendance,P1,missing,employee,"Attendance (admin exists, employee punch missing)"
F-EMP-ATTENDANCE,Attendance punch + history,employee,P1,/employee/attendance,API-ATT-01,Admin get employee attendance,GET,/admin/employees/{employeeId}/attendance,P1,exists,admin,"Attendance (admin exists, employee punch missing)"
F-EMP-LEAVE,Leave,employee,P2,/employee/attendance/leave,API-LEV-01,Employee list leave,GET,/employee/leave,P2,missing,employee,"Leave / performance (UI, no client)"
F-EMP-LEAVE,Leave,employee,P2,/employee/attendance/leave,API-LEV-02,Employee apply leave,POST,/employee/leave,P2,missing,employee,"Leave / performance (UI, no client)"
F-EMP-LEAVE,Leave,employee,P2,/employee/attendance/leave,API-LEV-03,Admin list leave,GET,/admin/leave,P2,missing,admin,"Leave / performance (UI, no client)"
F-EMP-PERFORMANCE,Performance,employee,P2,/employee/performance,API-PERF-01,Employee performance,GET,/employee/performance,P2,missing,employee,"Leave / performance (UI, no client)"
F-EMP-PERFORMANCE,Performance,employee,P2,/employee/performance,API-PERF-02,Admin performance,GET,/admin/performance,P2,missing,admin,"Leave / performance (UI, no client)"
F-EMP-PRODUCTS,Employee products inbox,employee,P0,/employee/products,API-EPROD-03,Assigned products,GET,/employee/me/assigned-products,P0,exists,employee,Products (admin/employee)
F-EMP-PRODUCTS,Employee products inbox,employee,P0,/employee/products,API-EPROD-01,Employee get product,GET,/employee/products/{id},P0,exists,employee,Products (admin/employee)
F-EMP-PRODUCT-CREATE,Employee new product,employee,P1,/employee/products/new,API-APROD-04,Next Product ID,GET,/admin/products/next-id,P0,exists,admin,Products (admin/employee)
F-EMP-PRODUCT-CREATE,Employee new product,employee,P1,/employee/products/new,API-EPROD-02,Employee patch product,PATCH,/employee/products/{id},P0,exists,employee,Products (admin/employee)
F-EMP-PRODUCT-EDIT,Employee edit/submit product,employee,P0,.../edit + review,API-EPROD-01,Employee get product,GET,/employee/products/{id},P0,exists,employee,Products (admin/employee)
F-EMP-PRODUCT-EDIT,Employee edit/submit product,employee,P0,.../edit + review,API-EPROD-02,Employee patch product,PATCH,/employee/products/{id},P0,exists,employee,Products (admin/employee)
F-EMP-PRODUCT-EDIT,Employee edit/submit product,employee,P0,.../edit + review,API-PROD-07,Submit product for review,POST,/products/{id}/submit-review,P0,exists,admin|employee,Products (public)
F-EMP-MEDIA,Employee media library,employee,P1,/employee/media,API-MED-04,Product media set,GET,/media/products/{id}/media-set,P0,exists,none,Product media
F-EMP-MEDIA,Employee media library,employee,P1,/employee/media,API-MED-09,List media assets,GET,/media/assets,P0,exists,admin,Product media
F-EMP-MEDIA-UPLOAD,Employee media upload,employee,P1,/employee/media/upload,API-MED-06,Upload product-scoped object,POST,/media/products/{id}/objects,P0,exists,admin|employee as currently scoped,Product media
F-EMP-MEDIA-UPLOAD,Employee media upload,employee,P1,/employee/media/upload,API-MED-08,Register media,POST,/media/register,P0,exists,admin,Product media
F-EMP-CUSTOMERS,Employee customers,employee,P2,/employee/customers,API-CUS-09,Admin list customers,GET,/admin/customers,P1,exists,admin,Customers
F-EMP-ORDERS,Employee orders,employee,P1,/employee/orders,API-AORD-01,Admin list orders,GET,/admin/orders,P0,exists,admin,Orders / returns / fulfillment
F-EMP-ORDERS,Employee orders,employee,P1,/employee/orders,API-AORD-02,Admin get order,GET,/admin/orders/{id},P0,exists,admin,Orders / returns / fulfillment
F-EMP-OFFERS,Employee offers,employee,P2,/employee/offers,API-OFF-03,Admin list offers,GET,/admin/offers,P1,exists,admin,Offers
F-EMP-OFFERS,Employee offers,employee,P2,/employee/offers,API-OFF-04,Admin get offer,GET,/admin/offers/{id},P1,exists,admin,Offers
F-EMP-INVENTORY,Employee inventory,employee,P1,/employee/inventory,API-INV-01,List stock,GET,/admin/inventory/stock,P1,stub,admin,Inventory (schema stub)
F-EMP-INVENTORY,Employee inventory,employee,P1,/employee/inventory,API-INV-05,Low stock,GET,/admin/inventory/low-stock,P1,stub,admin,Inventory (schema stub)
F-EMP-INV-ADJUST,Employee receive/adjust,employee,P1,receive/adjust,API-INV-03,Adjust stock,POST,/admin/inventory/adjust,P1,stub,admin,Inventory (schema stub)
F-EMP-INV-MOVEMENTS,Employee movements,employee,P1,movements,API-INV-04,List movements,GET,/admin/inventory/movements,P1,stub,admin,Inventory (schema stub)
F-EMP-INV-TRANSFERS,Employee transfers,employee,P1,transfers,API-INV-09,List transfers,GET,/admin/inventory/transfers,P1,stub,admin,Inventory (schema stub)
F-EMP-INV-TRANSFERS,Employee transfers,employee,P1,transfers,API-INV-10,Create transfer,POST,/admin/inventory/transfers,P1,stub,admin,Inventory (schema stub)
F-EMP-INV-TRANSFERS,Employee transfers,employee,P1,transfers,API-INV-11,Complete transfer,POST,/admin/inventory/transfers/{id}/complete,P1,stub,admin,Inventory (schema stub)
F-EMP-INV-LOW,Employee low/out of stock,employee,P1,low/out,API-INV-05,Low stock,GET,/admin/inventory/low-stock,P1,stub,admin,Inventory (schema stub)
F-EMP-WAREHOUSE,Warehouse desks,employee,P1,/employee/warehouse/*,API-INV-07,List warehouses,GET,/admin/warehouses,P1,stub,admin,Inventory (schema stub)
F-EMP-WAREHOUSE,Warehouse desks,employee,P1,/employee/warehouse/*,API-AORD-05,Start picking,POST,/admin/orders/{id}/pick/start,P1,exists,admin,Orders / returns / fulfillment
F-EMP-WAREHOUSE,Warehouse desks,employee,P1,/employee/warehouse/*,API-AORD-06,Pick item,POST,/admin/orders/{id}/pick/item,P1,exists,admin,Orders / returns / fulfillment
F-EMP-WAREHOUSE,Warehouse desks,employee,P1,/employee/warehouse/*,API-AORD-07,Pack,POST,/admin/orders/{id}/pack,P1,exists,admin,Orders / returns / fulfillment
F-EMP-WAREHOUSE,Warehouse desks,employee,P1,/employee/warehouse/*,API-RET-06,Receive return,POST,/admin/returns/{id}/receive,P1,exists,admin,Orders / returns / fulfillment
F-EMP-RETURNS,Employee returns,employee,P1,/employee/returns,API-RET-01,Admin list returns,GET,/admin/returns,P1,exists,admin,Orders / returns / fulfillment
F-EMP-RETURNS,Employee returns,employee,P1,/employee/returns,API-RET-02,Admin get return,GET,/admin/returns/{id},P1,exists,admin,Orders / returns / fulfillment
F-EMP-SUPPORT,Support desk,employee,P2,/employee/support/*,API-SUP-01,List support cases,GET,/employee/support/cases,P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-SUPPORT,Support desk,employee,P2,/employee/support/*,API-SUP-02,Create support case,POST,/employee/support/cases,P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-SUPPORT,Support desk,employee,P2,/employee/support/*,API-SUP-03,Update support case,PATCH,/employee/support/cases/{id},P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-STYLING,Styling desks,employee,P2,/employee/styling/*,API-STY-01,Styling appointments,GET,/employee/styling/appointments,P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-STYLING,Styling desks,employee,P2,/employee/styling/*,API-STY-02,Styling requests,GET,/employee/styling/requests,P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-SALES,Floor sales desk,employee,P2,/employee/sales,API-SALE-01,Departmental floor sales,GET,/employee/sales/departments,P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-SALES,Floor sales desk,employee,P2,/employee/sales,API-AN-02,Analytics sales,GET,/analytics/sales,P1,exists,admin,Analytics / RBAC / audit
F-EMP-TEAM,Team,employee,P2,/employee/team,API-EMP-01,List employees,GET,/admin/employees,P1,exists,admin,Employees / org
F-EMP-REPORTS-SALES,Employee sales report,employee,P2,/employee/reports/sales,API-AN-02,Analytics sales,GET,/analytics/sales,P1,exists,admin,Analytics / RBAC / audit
F-EMP-REPORTS-SALES,Employee sales report,employee,P2,/employee/reports/sales,API-SALE-01,Departmental floor sales,GET,/employee/sales/departments,P2,missing,employee,"Employee desks (UI empty, no client)"
F-EMP-REPORTS-PRODUCTS,Employee products report,employee,P2,reports/products,API-AN-03,Analytics products,GET,/analytics/products,P1,exists,admin,Analytics / RBAC / audit
F-EMP-REPORTS-CUSTOMERS,Employee customers report,employee,P2,reports/customers,API-AN-04,Analytics customers,GET,/analytics/customers,P1,exists,admin,Analytics / RBAC / audit
F-EMP-REPORTS-INVENTORY,Employee inventory report,employee,P2,reports/inventory,API-AN-06,Inventory summary analytics,GET,/analytics/inventory-summary,P1,exists,admin,Analytics / RBAC / audit
F-EMP-REPORTS-INVENTORY,Employee inventory report,employee,P2,reports/inventory,API-INV-01,List stock,GET,/admin/inventory/stock,P1,stub,admin,Inventory (schema stub)
F-EMP-REPORTS-RETURNS,Employee returns report,employee,P2,reports/returns,API-RET-01,Admin list returns,GET,/admin/returns,P1,exists,admin,Orders / returns / fulfillment
F-EMP-REPORTS-OFFERS,Employee offers report,employee,P2,reports/offers,API-OFF-03,Admin list offers,GET,/admin/offers,P1,exists,admin,Offers
F-EMP-REPORTS-EMPLOYEES,Employee team report,employee,P2,reports/employees,API-ATT-01,Admin get employee attendance,GET,/admin/employees/{employeeId}/attendance,P1,exists,admin,"Attendance (admin exists, employee punch missing)"
F-EMP-REPORTS-EMPLOYEES,Employee team report,employee,P2,reports/employees,API-PERF-02,Admin performance,GET,/admin/performance,P2,missing,admin,"Leave / performance (UI, no client)"
